smile_fold1,target_fold1,prediction_fold1,smile_fold1
C1=CC(=O)C=C2CCC3C4CC(C)C(OC(=O)CCCC)(C(=O)CO)C4(C)CC(O)C3(F)C12C,-4.71,-4.947181,C1=CC(=O)C=C2CCC3C4CC(C)C(OC(=O)CCCC)(C(=O)CO)C4(C)CC(O)C3(F)C12C
Cc1cccc(C)n1,0.45,-0.50842327,Cc1cccc(C)n1
O=COCCC,-0.49,0.083984185,O=COCCC
O=N(=O)c(cccc1)c1,-1.8,-1.7640945,O=N(=O)c(cccc1)c1
O=C(OCCCC)c(cccc1)c1,-3.48,-2.839421,O=C(OCCCC)c(cccc1)c1
CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O,-3.35,-3.9749265,CCOP(=S)(OCC)N2C(=O)c1ccccc1C2=O
Oc1c(Br)cc(C#N)cc1Br,-3.33,-3.3163715,Oc1c(Br)cc(C#N)cc1Br
c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1,-2.82,-2.7478675,c1ccc2N(C)C3C4CC5C(CC)C(O)N4C(C56)CC3(C6O)c2c1
O=C(OCCCC)C,-1.24,-0.69758935,O=C(OCCCC)C
c1ccc2ccccc2c1Cl,-3.93,-4.1307175,c1ccc2ccccc2c1Cl
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)CC,-5.37,-4.85627,O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)CC
CC(C)(Cl)CC,-2.51,-2.5399235,CC(C)(Cl)CC
O=C(OCC)c(cccc1)c1,-2.32,-1.905916,O=C(OCC)c(cccc1)c1
CCCCCCCC#C,-4.24,-4.4396545,CCCCCCCC#C
CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.71,-3.9477355,CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C
c1cc(N)ccc1S(=O)(=O)Nc2nc(C)nc(C)c2,-2.24,-3.027872,c1cc(N)ccc1S(=O)(=O)Nc2nc(C)nc(C)c2
C1(C)=CSC=C1,-2.39,-1.3756834,C1(C)=CSC=C1
OC(=O)CCCOc1ccc(Cl)cc1Cl,-3.67,-3.408916,OC(=O)CCCOc1ccc(Cl)cc1Cl
O=C(Nc(ccc(c1)F)c1)C,-1.78,-1.706677,O=C(Nc(ccc(c1)F)c1)C
O=C(OCC(OC(=O)C)COC(=O)C)C,-0.6,-1.32362975,O=C(OCC(OC(=O)C)COC(=O)C)C
O=C(c(c(C(=O)c1cccc2)ccc3)c3)c12,-5.19,-3.89526,O=C(c(c(C(=O)c1cccc2)ccc3)c3)c12
c1ccc2cccc3c2c1C=C3,-3.96,-4.538,c1ccc2cccc3c2c1C=C3
ClC(Cl)CCl,-1.48,-1.6045885,ClC(Cl)CCl
CCC(O)C(C)C,-0.7,-0.8776439,CCC(O)C(C)C
O=C(N(c(cccc1)c1)C)C,-0.95,-1.10198655,O=C(N(c(cccc1)c1)C)C
c1ccc2Sc3ccc(C(#N))cc3N(CCCN4CCC(O)CC4)c2c1,-3.98,-4.402384,c1ccc2Sc3ccc(C(#N))cc3N(CCCN4CCC(O)CC4)c2c1
O=C(O)c(ccc(O)c1OC)c1,-2.05,-1.1938789,O=C(O)c(ccc(O)c1OC)c1
OC(C(C(C1C2)(C)C)(C2)C)C1,-2.32,-1.7420322,OC(C(C(C1C2)(C)C)(C2)C)C1
O=C(OC)CCCCCCC,-3.39,-2.5715635,O=C(OC)CCCCCCC
c1ccccc1NC(=O)CC,-1.92,-2.1298215,c1ccccc1NC(=O)CC
O(C(C)C)C(C)C,-1.1,-1.055171,O(C(C)C)C(C)C
c1ccc2C(=O)N(C(CCl)SP(=S)(OCC)OCC)C(=O)c2c1,-6.34,-5.573821,c1ccc2C(=O)N(C(CCl)SP(=S)(OCC)OCC)C(=O)c2c1
O(C(CC1)C)C1,0.11,-0.376797495,O(C(CC1)C)C1
c1cnc2c(C)ncnc2n1,-0.12,-1.01990935,c1cnc2c(C)ncnc2n1
ClC3=C(Cl)C4(Cl)C2C1CC(C=C1)C2C3(Cl)C4(Cl)Cl,-7.33,-6.703641,ClC3=C(Cl)C4(Cl)C2C1CC(C=C1)C2C3(Cl)C4(Cl)Cl
s1c(N)ncc1,-0.36,-0.766994735,s1c(N)ncc1
CC(=O)CC(=O)C,0.22,0.27812203,CC(=O)CC(=O)C
NC(=O)OCCCCCCC,-2.62,-2.053849,NC(=O)OCCCCCCC
C1=CC(=O)NC(=O)N1C,-0.8,-0.6151357,C1=CC(=O)NC(=O)N1C
O=C(CCCC)CCCC,-2.59,-2.8433085,O=C(CCCC)CCCC
CCC(Cl)CC,-2.63,-2.6502865,CCC(Cl)CC
CCCN(=O)=O,-0.8,0.075027322,CCCN(=O)=O
O=C(O)c(cccc1)c1,-1.55,-0.99874035,O=C(O)c(cccc1)c1
ClC(=C(C=C(Cl)Cl)Cl)Cl,-4.23,-4.2418595,ClC(=C(C=C(Cl)Cl)Cl)Cl
C=C(C)C=C,-2.03,-1.960455,C=C(C)C=C
CCCCC=O,-0.85,-0.6450396,CCCCC=O
OC(=O)c1ccccc1Nc2c(C)c(C)ccc2,-3.78,-3.90306,OC(=O)c1ccccc1Nc2c(C)c(C)ccc2
CC(=O)CCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O,-3.27,-4.0603285,CC(=O)CCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O
O=C(OCCC(C)C)c(c(O)ccc1)c1,-3.16,-2.9684055,O=C(OCCC(C)C)c(c(O)ccc1)c1
OCC1OC(C(O)C1O)n2cnc3C(=O)NC=Nc23,-1.23,-2.58631,OCC1OC(C(O)C1O)n2cnc3C(=O)NC=Nc23
c(c(c(cc1)ccc2)c2cc3)(c3cc(c4ccc5)c5)c14,-8.19,-7.4813535,c(c(c(cc1)ccc2)c2cc3)(c3cc(c4ccc5)c5)c14
C1C(N2C)CC(O)C(C(=O)O)C2C1,-0.02,-0.130548797,C1C(N2C)CC(O)C(C(=O)O)C2C1
c1ccccc1C#N,-1,-1.2719655,c1ccccc1C#N
CCCCC#C,-2.36,-2.594262,CCCCC#C
ClC(Cl)(Cl)CCl,-2.18,-2.0895195,ClC(Cl)(Cl)CCl
OCCN(c(cccc1)c1)CCO,-0.73,-0.482501665,OCCN(c(cccc1)c1)CCO
CC(C)(C)C(O)(C)CC,-1.27,-1.797361,CC(C)(C)C(O)(C)CC
CN1C(=O)NC(NC2=O)=C(N2)C1=O,-1.56,-2.305466,CN1C(=O)NC(NC2=O)=C(N2)C1=O
O=C(N(OC)C)Nc(ccc(c1)Cl)c1,-2.57,-2.5958155,O=C(N(OC)C)Nc(ccc(c1)Cl)c1
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,-2.507889,CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C
O=C(NC(=O)c1cccc2)c12,-2.61,-1.8709425,O=C(NC(=O)c1cccc2)c12
c1ccccc1N2C(=O)C(N(C)C)=C(C)N2C,-0.63,-2.07915935,c1ccccc1N2C(=O)C(N(C)C)=C(C)N2C
CC1(C)CC(C)CC1,-4.48,-3.5107345,CC1(C)CC(C)CC1
C1CCCCC1CC,-4.25,-4.1229245,C1CCCCC1CC
O=C(O)CCCCCCC,-2.3,-2.0529045,O=C(O)CCCCCCC
c1cc(C)ccc1C,-2.77,-2.7537585,c1cc(C)ccc1C
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.32,-8.22526,c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2
Cc1c(C)cc2ccccc2c1,-4.72,-4.533216,Cc1c(C)cc2ccccc2c1
CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.68,-3.846422,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O
O=C(OCC)CCC(=O)OCC,-0.96,-1.2618603,O=C(OCC)CCC(=O)OCC
c1ccccc1N,-0.41,-0.5873596,c1ccccc1N
O=C(OCC(CCC)(C)COC(=O)N)N,-1.67,-1.755231,O=C(OCC(CCC)(C)COC(=O)N)N
O=C(C(C(C1C2)(C)C)(C2)C)C1,-1.99,-1.981443,O=C(C(C(C1C2)(C)C)(C2)C)C1
c1ccccc1c2c(Cl)cc(Cl)c(Cl)c2,-6.27,-6.2568205,c1ccccc1c2c(Cl)cc(Cl)c(Cl)c2
c1ccc(N)cc1C(=O)C,-1.28,-1.30513235,c1ccc(N)cc1C(=O)C
c1ccc2c(c1)ccc3ncccc23,-3.36,-3.884093,c1ccc2c(c1)ccc3ncccc23
OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,-5.46,-5.7883275,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl
C1C2=CC(=O)C=CC2(C)C3C(O)CC4(C)C(O)(C(=O)CO)CCC4C3C1,-3.21,-2.968672,C1C2=CC(=O)C=CC2(C)C3C(O)CC4(C)C(O)(C(=O)CO)CCC4C3C1
Nc(c(ccc1)Cl)c1,-1.52,-1.30487305,Nc(c(ccc1)Cl)c1
O=C(OC)CCCC,-1.36,-0.952585,O=C(OC)CCCC
NC(=O)NCc1ccccc1,-0.95,-1.53444565,NC(=O)NCc1ccccc1
CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C,-4.79,-5.1626105,CC(=O)OC3(CCC4C2CCC1=CC(=O)CCC1C2CCC34C)C#C
C1CCCCCCC1,-4.15,-4.4191965,C1CCCCCCC1
c1cnc2c(SC)ncnc2n1,-1.76,-2.012952,c1cnc2c(SC)ncnc2n1
c1ccccc1C(=O)NC(=O)c2ccccc2,-2.27,-3.895618,c1ccccc1C(=O)NC(=O)c2ccccc2
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O,-3.78,-4.031119,CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O
c1ccc2c(C)cccc2c1C,-4.74,-4.4192835,c1ccc2c(C)cccc2c1C
c1cccc(Cl)c1Cl,-3.05,-3.0570545,c1cccc(Cl)c1Cl
CCSCc1ccccc1OC(=O)NC,-2.09,-3.0987805,CCSCc1ccccc1OC(=O)NC
c1cc(N)ccc1S(=O)(=O)Nc2nccs2,-2.43,-2.8693165,c1cc(N)ccc1S(=O)(=O)Nc2nccs2
O=C(O)COc(cccc1)c1,-1.1,-1.0341692,O=C(O)COc(cccc1)c1
O=C1C(Br)=C(N)C=NN1c2ccccc2,-3.12,-2.6245105,O=C1C(Br)=C(N)C=NN1c2ccccc2
c1ccccc1CO,-0.4,-0.5437385,c1ccccc1CO
O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C,-3.37,-4.225472,O=C(O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1O)C4)(C3O)C)C4)C
COc1ccc2COC(=O)c2c1OC,-1.89,-1.52239975,COc1ccc2COC(=O)c2c1OC
CCCCCO,-0.6,-0.50990085,CCCCCO
c1cc(F)ccc1F,-1.97,-1.899806,c1cc(F)ccc1F
O=COC,0.58,0.87681555,O=COC
O=C(O)C(OC=C1)=C1,-0.48,0.039411775,O=C(O)C(OC=C1)=C1
CCOP(=S)(OCC)SCCSCC,-4.23,-4.110645,CCOP(=S)(OCC)SCCSCC
c1cc(Cl)ccc1C,-3.08,-2.655025,c1cc(Cl)ccc1C
O=C(O)c(c(ccc1)Cl)c1,-1.89,-1.8419755,O=C(O)c(c(ccc1)Cl)c1
O=C(OCC)C=Cc(cccc1)c1,-3,-2.9310095,O=C(OCC)C=Cc(cccc1)c1
O=C(O)CCCC(=O)O,1,-0.262747245,O=C(O)CCCC(=O)O
C1CC=CC1,-2.1,-1.9836715,C1CC=CC1
Clc1cccc(Cl)c1C#N,-4.24,-3.1924905,Clc1cccc(Cl)c1C#N
c1cc(CC(C)C)ccc1C(C)C(=O)NO,-3.04,-3.653446,c1cc(CC(C)C)ccc1C(C)C(=O)NO
Nc(c(ccc1)CC)c1CC,-2.35,-2.4445135,Nc(c(ccc1)CC)c1CC
c1ccc2C(=O)N=C(c3ccccc3)Oc2c1,-4.61,-4.0269225,c1ccc2C(=O)N=C(c3ccccc3)Oc2c1
n(c(c(ccc1C)cc2)c1)c2C,-1.94,-2.6302435,n(c(c(ccc1C)cc2)c1)c2C
CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O,-2.3,-4.010413,CCOP(=S)(OCC)Oc1ccc(cc1)S(C)=O
CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,-5.16,-3.621911,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O
Cc1cccc2sc3nncn3c12,-2.07,-3.0080345,Cc1cccc2sc3nncn3c12
OCCC(C)(C)C,-0.5,-0.73355965,OCCC(C)(C)C
c1cccc(Br)c1Br,-3.5,-3.6284975,c1cccc(Br)c1Br
Clc1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-7.92,-8.8212535,Clc1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2
O=C(OCC)CCCCCCC,-3.39,-3.0072755,O=C(OCC)CCCCCCC
BrCCBr,-1.68,-1.611533,BrCCBr
c1ccc2c(c1)c4cccc5ccc3cccc2c3c45,-7.8,-7.981388,c1ccc2c(c1)c4cccc5ccc3cccc2c3c45
Oc1cc(O)c2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1,-3.62,-2.606632,Oc1cc(O)c2C(=O)CC(c3cc(O)c(O)cc3)Oc2c1
o(c(c(c1cccc2)ccc3)c3)c12,-4.6,-3.4873765,o(c(c(c1cccc2)ccc3)c3)c12
CCCCC(O)CC,-1.47,-1.525469,CCCCC(O)CC
c1cnc2cnc(SC)nc2n1,-2.36,-1.937705,c1cnc2cnc(SC)nc2n1
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-7.82,-8.1829605,c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)c(Cl)c2
O=C(OCC(CCCC)CC)c(c(ccc1)C(=O)OCC(CCCC)CC)c1,-6.96,-6.311575,O=C(OCC(CCCC)CC)c(c(ccc1)C(=O)OCC(CCCC)CC)c1
C(O)(c1ccc(Br)cc1)(c2ccc(Br)cc2)C(=O)OC(C)C,-4.93,-5.633029,C(O)(c1ccc(Br)cc1)(c2ccc(Br)cc2)C(=O)OC(C)C
CC(Cl)CCC,-2.63,-2.6101425,CC(Cl)CCC
O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C,-1.84,-2.499531,O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C
O=C(NC(NC(=O)N1)C1=O)N,-1.6,-1.7237345,O=C(NC(NC(=O)N1)C1=O)N
CC(C)C1(CC=C)C(=O)NC(=O)NC1=O,-1.71,-2.3736405,CC(C)C1(CC=C)C(=O)NC(=O)NC1=O
O=CCCCCCC,-1.7,-2.001357,O=CCCCCCC
O=C(NC(=O)C(N(=O)=O)C1=O)N1,-2.28,-1.86725105,O=C(NC(=O)C(N(=O)=O)C1=O)N1
O=C(N(N(C1=O)c(cccc2)c2)c(cccc3)c3)C1CCCC,-3.81,-4.717686,O=C(N(N(C1=O)c(cccc2)c2)c(cccc3)c3)C1CCCC
COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1,-4.62,-4.652614,COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)O)c2c1
O=C(N(C)C)Nc(cccc1)c1,-1.6,-1.40915015,O=C(N(C)C)Nc(cccc1)c1
CCc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2,-1.94,-3.081224,CCc2nnc(NS(=O)(=O)c1ccc(N)cc1)s2
CCC=O,0.58,0.429979502,CCC=O
COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45,-3.14,-3.155255,COc2ccc1C(OC(=O)c1c2OC)C4N(C)CCc5cc3OCOc3c(OC)c45
O=C(O)C(CCCC1)C1,-1.45,-1.1099458,O=C(O)C(CCCC1)C1
O=C(NC(=O)C1)C1,0.3,0.244629665,O=C(NC(=O)C1)C1
O=C(OC)N,0.97,0.44422965,O=C(OC)N
C1CCCC1,-2.64,-2.6311805,C1CCCC1
Oc(ccc(c1C)C)c1,-1.41,-1.458259,Oc(ccc(c1C)C)c1
CC(C)(S)C(N)C(O)=O,-0.13,-0.516332063,CC(C)(S)C(N)C(O)=O
c1cc(C)ccc1CC,-3.11,-3.383451,c1cc(C)ccc1CC
Oc(ccc(c1)C(C)(C)C)c1,-2.41,-2.156829,Oc(ccc(c1)C(C)(C)C)c1
c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-8.42,-8.1149785,c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2
CN1C(=O)C=CC=C1,0.96,-0.084518655,CN1C(=O)C=CC=C1
Nc(ccc(c1Cl)Cl)c1,-3.24,-2.5607755,Nc(ccc(c1Cl)Cl)c1
O=C(O)CCCCCCCCCCCCCC,-4.31,-5.448985,O=C(O)CCCCCCCCCCCCCC
CC(C)(Cl)C(Cl)C,-2.69,-2.438601,CC(C)(Cl)C(Cl)C
CC(C)(C)C(=O)CC(=O)C,-1.63,-0.521075975,CC(C)(C)C(=O)CC(=O)C
C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1,-3.85,-3.284535,C1C(=O)C=C2CCC3C4CCC(C(=O)CO)C4(C5O)CC(O5)C3C2(C)C1
O=C(O)C=CC=CC,-1.77,-0.91760935,O=C(O)C=CC=CC
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,-5.74,-5.847986,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1
O=C(O)c(c(ccc1)C(=O)O)c1,-2.11,-1.454953,O=C(O)c(c(ccc1)C(=O)O)c1
O=C(OCC)CCCCCC,-2.71,-2.661813,O=C(OCC)CCCCCC
C=CCBr,-1.5,-1.550274,C=CCBr
OC(CCC(C1)C)C1,-0.88,-1.1817026,OC(CCC(C1)C)C1
c1ccc2c3ccc(Cl)cc3C(O)(C(=O)O)c2c1,-4.18,-3.796063,c1ccc2c3ccc(Cl)cc3C(O)(C(=O)O)c2c1
O=C(OC)c(c(ccc1)C(=O)OC)c1,-1.66,-2.1817975,O=C(OC)c(c(ccc1)C(=O)OC)c1
n(c(nc(n1)N(CC)CC)NCC)c1Cl,-4.06,-3.4672395,n(c(nc(n1)N(CC)CC)NCC)c1Cl
c1cc(C)ccc1N,-1.21,-1.0831037,c1cc(C)ccc1N
O=C(OC)c(c(c(N)cc1Cl)Cl)c1,-3.26,-3.0714265,O=C(OC)c(c(c(N)cc1Cl)Cl)c1
c1ccc2ccccc2c1,-3.6,-3.468386,c1ccc2ccccc2c1
Nc(ccc(c1)Cl)c1,-1.66,-1.4381865,Nc(ccc(c1)Cl)c1
c1ccccc1C2(CC=C)C(=O)NC(=O)NC2=O,-2.18,-2.967851,c1ccccc1C2(CC=C)C(=O)NC(=O)NC2=O
n(c(c(ccc1)cc2)c1)c2,-1.3,-1.7037635,n(c(c(ccc1)cc2)c1)c2
O=C(O)CCCCCCCC(=O)O,-1.89,-1.65279485,O=C(O)CCCCCCCC(=O)O
c1c(S)nc2cncnc2n1,-2.71,-1.7570425,c1c(S)nc2cncnc2n1
CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4,-4.1850175,CCCCCCCCOC(=O)c1ccc(N)cc1
c1c(O)cc2CCC3C4CCC(O)C4(C)CCC3c2c1,-4.84,-4.42522,c1c(O)cc2CCC3C4CCC(O)C4(C)CCC3c2c1
O=C(Nc(ccc(N)c1)c1)C,-0.98,-1.4579798,O=C(Nc(ccc(N)c1)c1)C
CCC1(CC)C(=O)NC(=O)NC1=O,-1.39,-1.50428615,CCC1(CC)C(=O)NC(=O)NC1=O
O=C(OCC)c(c(ccc1)C(=O)OCC)c1,-2.35,-2.9680305,O=C(OCC)c(c(ccc1)C(=O)OCC)c1
c1cccc(C)c1N,-0.85,-0.9242486,c1cccc(C)c1N
CC(C)C(C)(O)CC,-0.85,-1.01509745,CC(C)C(C)(O)CC
CCCCN(CC)C(=O)SCCC,-3.35,-3.070377,CCCCN(CC)C(=O)SCCC
CCCCCCO,-1.24,-1.2158035,CCCCCCO
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5,-4.28,-5.2086675,O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5
O1CC(O)C(O)C(O)C1(O)CO,0.64,0.59525515,O1CC(O)C(O)C(O)C1(O)CO
BrC(Br)Br,-1.91,-1.9934885,BrC(Br)Br
CCCCCCCCl,-3.99,-4.0319105,CCCCCCCCl
c1cccc(N)c1N,-0.42,-0.744036545,c1cccc(N)c1N
C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CC(C)(C)C)C4(C)CC(O)C3C2(C)C1,-5.51,-4.132431,C1C(=O)C=C2CCC3C4CCC(O)(C(=O)COC(=O)CC(C)(C)C)C4(C)CC(O)C3C2(C)C1
O=Cc(cccc1)c1,-1.19,-1.0412145,O=Cc(cccc1)c1
CCCI,-2.29,-2.286687,CCCI
O=C(CCC(C)C)C,-1.33,-1.551139,O=C(CCC(C)C)C
OCCCc(cccc1)c1,-1.38,-1.595871,OCCCc(cccc1)c1
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-3.64,-3.9039185,C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1
O=C(Nc(c(ccc1)C)c1C)CN(CC)CC,-1.76,-2.4056385,O=C(Nc(c(ccc1)C)c1C)CN(CC)CC
c1ccc(Cl)cc1Cl,-3.04,-2.924206,c1ccc(Cl)cc1Cl
O=C(OCC(C)C)C=C,-1.21,-1.47467,O=C(OCC(C)C)C=C
O(c(c(O)ccc1CC=C)c1)C,-1.56,-2.5572645,O(c(c(O)ccc1CC=C)c1)C
O=C(NC(=O)C(Br)(CC)CC)N,-2.68,-2.436094,O=C(NC(=O)C(Br)(CC)CC)N
n(c(c(ccc1)cc2)c1)c2c(nc(c(ccc3)c4)c3)c4,-5.4,-4.5714445,n(c(c(ccc1)cc2)c1)c2c(nc(c(ccc3)c4)c3)c4
BrCCl,-0.89,-0.84235225,BrCCl
CCCCCCl,-2.73,-2.8192825,CCCCCCl
c1cc(N)ccc1S(=O)(=O)NC(=N)N,-1.99,-2.332517,c1cc(N)ccc1S(=O)(=O)NC(=N)N
NCC(CCCC)CC,-1.71,-2.0011375,NCC(CCCC)CC
N(CCCC1)C1,1.07,0.197508475,N(CCCC1)C1
c2ccc1nncc1c2,-2.16,-1.14345045,c2ccc1nncc1c2
c1ccc2ccccc2c1Br,-4.35,-4.3239935,c1ccc2ccccc2c1Br
CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2,-2.17,-2.799998,CCC1(C(=O)NC(=O)NC1=O)C2=CCCCC2
c1cc(C)ccc1O,-0.7,-0.87566495,c1cc(C)ccc1O
CC1=C(Cl)C(=O)N(C(C)(C)C)C(=O)N1,-2.48,-2.26918,CC1=C(Cl)C(=O)N(C(C)(C)C)C(=O)N1
CCBr,-1.09,-1.09589465,CCBr
CCC1NC(=O)NC1(=O),-0.06,-0.85005945,CCC1NC(=O)NC1(=O)
CCCBr,-1.73,-1.7460205,CCCBr
c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1,-4.26,-4.210912,c1ccc2Sc3ccccc3N(CC(C)N(C)C)c2c1
O=C(NCC(=O)O)c(cccc1)c1,-1.68,-1.5566825,O=C(NCC(=O)O)c(cccc1)c1
O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)ccc7)c7)C14)C5,-3.32,-3.081036,O=C(N(c(c(C1(C(N(C2)CC(C3C4C5OC6)=C6)C3)C2)ccc7)c7)C14)C5
O=C(C=C(C(C(C(C(C(C(O)(C)C1)(C2)C)C1)C3)C2)(C4)C)C3)C4,-3.99,-4.214405,O=C(C=C(C(C(C(C(C(C(O)(C)C1)(C2)C)C1)C3)C2)(C4)C)C3)C4
O=CC=CC,0.32,-0.082870535,O=CC=CC
c1ccc2c(c1)cnc3ccccc23,-2.78,-3.5141725,c1ccc2c(c1)cnc3ccccc23
Oc(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl,-4.28,-4.8388255,Oc(c(c(c(c1Cl)Cl)Cl)Cl)c1Cl
c1cc(C)c(C)cn1,0.36,-0.375636306,c1cc(C)c(C)cn1
O=C(N(C(=O)C(N(C=N1)CC(O)CO)=C12)C)N2C,-0.17,-1.5387668,O=C(N(C(=O)C(N(C=N1)CC(O)CO)=C12)C)N2C
c1cc(Cl)cc(Cl)c1Cl,-3.59,-3.800296,c1cc(Cl)cc(Cl)c1Cl
COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3,-2.23,-2.5139535,COC(=O)C1C(CC2CCC1N2C)OC(=O)c3ccccc3
o1c(N(=O)(=O))ccc1C=NO,-2.19,-1.4734495,o1c(N(=O)(=O))ccc1C=NO
c1ccccc1C(CC)(C)C,-4.15,-3.9821185,c1ccccc1C(CC)(C)C
OC(=O)C(=O)O,0.38,0.5385045,OC(=O)C(=O)O
c1ccccc1C=C,-2.82,-2.6342305,c1ccccc1C=C
OCC(C)(C)CCC,-1.52,-1.529857,OCC(C)(C)CCC
O=C(N(C)C)Nc(ccc(c1)Cl)c1,-2.89,-2.231508,O=C(N(C)C)Nc(ccc(c1)Cl)c1
O=Cc(c(O)ccc1)c1,-0.86,-0.8986882,O=Cc(c(O)ccc1)c1
CC(O)(C)CC(C)C,-0.92,-0.9452666,CC(O)(C)CC(C)C
OCCOc(cccc1)c1,-0.71,-0.72787085,OCCOc(cccc1)c1
C1C=CCC=C1,-1.97,-1.8595265,C1C=CCC=C1
O=C(CCC)C,-0.19,-0.59490825,O=C(CCC)C
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,-4.0686625,COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O
O=C(O)C(N)CCC(=O)N,-0.55,-0.4961581,O=C(O)C(N)CCC(=O)N
CC(=O)OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4,-4.7,-4.2279755,CC(=O)OCCN4CCN(CCCN2c1ccccc1Sc3ccc(Cl)cc23)CC4
CI,-1,-1.0258611,CI
Oc(ccc(C(=C(c(ccc(O)c1)c1)CC)CC)c2)c2,-4.35,-5.236138,Oc(ccc(C(=C(c(ccc(O)c1)c1)CC)CC)c2)c2
N(=Nc(cccc1)c1)c(cccc2)c2,-4.45,-3.111728,N(=Nc(cccc1)c1)c(cccc2)c2
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77,-3.4736,COC(=O)C(Cl)Cc1ccc(Cl)cc1
C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-3.69,-4.3620355,C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1
